,customer_id,name,age,gender,marital_status,education,occupation,salary,loan_amount,credit_limit,credit_utilization,emi_paid,tenure_months,max_dpd,default_status,product_type,enquiry_amount,unique_products_enquired,total_enquiries,transaction_amount,account_balance,is_salary,Credit Card,Home Loan,Personal Loan
53,6fa47af9-c927-40bb-b488-2e873fdf9c5a,Michelle Navarro,31,Female,Divorced,High School,"Surveyor, hydrographic",71090,81135.33333333333,69418.5,0.4627893346440278,28.0,42.0,30.0,1.0,Personal Loan,,,,0.0,17710.6369377175,0.0,False,False,True
54,e09264c7-073f-4bff-9d6f-8ba3e6a525d4,Michael Hahn,58,Female,Single,High School,"Engineer, broadcasting (operations)",32163,166664.33333333334,,,35.0,39.0,15.0,0.6666666666666666,Home Loan,38190.0,1.0,1.0,6483.423596216376,9197.081101036098,1.0,False,True,False
54,e09264c7-073f-4bff-9d6f-8ba3e6a525d4,Michael Hahn,58,Female,Single,High School,"Engineer, broadcasting (operations)",32163,166664.33333333334,,,35.0,39.0,15.0,0.6666666666666666,Personal Loan,38190.0,1.0,1.0,6483.423596216376,9197.081101036098,1.0,False,False,True
55,1898cd1f-510b-48d6-b022-39dff09ed458,Sandra Neal,50,Female,Married,Bachelor,Interpreter,97263,254810.375,65711.0,0.9155786662202553,85.0,43.0,120.0,0.375,Personal Loan,32377.0,1.0,1.0,7708.574655743999,7652.581137132031,1.0,False,False,True
55,1898cd1f-510b-48d6-b022-39dff09ed458,Sandra Neal,50,Female,Married,Bachelor,Interpreter,97263,254810.375,65711.0,0.9155786662202553,85.0,43.0,120.0,0.375,Credit Card,32377.0,1.0,1.0,7708.574655743999,7652.581137132031,1.0,True,False,False
55,1898cd1f-510b-48d6-b022-39dff09ed458,Sandra Neal,50,Female,Married,Bachelor,Interpreter,97263,254810.375,65711.0,0.9155786662202553,85.0,43.0,120.0,0.375,Home Loan,32377.0,1.0,1.0,7708.574655743999,7652.581137132031,1.0,False,True,False
56,4de744e0-02a5-4bdf-afcb-9c54bc0f7b1d,Nancy Rodriguez,28,Female,Single,Master,"Geologist, wellsite",101322,288977.4,,,71.0,24.0,120.0,0.2,Personal Loan,,,,14582.07715550366,7788.153707820317,2.0,False,False,True
56,4de744e0-02a5-4bdf-afcb-9c54bc0f7b1d,Nancy Rodriguez,28,Female,Single,Master,"Geologist, wellsite",101322,288977.4,,,71.0,24.0,120.0,0.2,Home Loan,,,,14582.07715550366,7788.153707820317,2.0,False,True,False
57,44e01a35-9cc3-4067-b4ac-af734e91d4c7,Craig Flores,44,Male,Single,Master,"Teacher, special educational needs",79430,67196.0,41653.333333333336,0.575750303085739,40.0,41.333333333333336,120.0,0.6666666666666666,Credit Card,,,,0.0,14162.680862980902,0.0,True,False,False
58,8e923384-9075-4f00-ace1-6e25d3f883cc,Julie Powell,41,Female,Married,High School,"Engineer, biomedical",93535,,,,,,,,,52208.0,1.0,1.0,20919.194964464223,8844.86342834592,3.0,False,False,False
59,36a99795-6f2a-4b25-84fc-bdad9ee43637,Julia Smith,38,Male,Divorced,Bachelor,Biomedical engineer,33550,103942.0,112453.4,0.43200944754393084,88.0,39.0,120.0,0.3333333333333333,Credit Card,,,,6508.450858893402,13043.335810846374,1.0,True,False,False
59,36a99795-6f2a-4b25-84fc-bdad9ee43637,Julia Smith,38,Male,Divorced,Bachelor,Biomedical engineer,33550,103942.0,112453.4,0.43200944754393084,88.0,39.0,120.0,0.3333333333333333,Home Loan,,,,6508.450858893402,13043.335810846374,1.0,False,True,False
60,a4d2e5b9-776e-4953-8618-96b3712aba5f,Jennifer Thomas,24,Male,Married,Bachelor,Sports administrator,75884,271134.0,114217.0,0.44351199270961716,20.0,35.666666666666664,120.0,0.3333333333333333,Home Loan,,,,13112.233838323911,9616.741641126902,3.0,False,True,False
60,a4d2e5b9-776e-4953-8618-96b3712aba5f,Jennifer Thomas,24,Male,Married,Bachelor,Sports administrator,75884,271134.0,114217.0,0.44351199270961716,20.0,35.666666666666664,120.0,0.3333333333333333,Credit Card,,,,13112.233838323911,9616.741641126902,3.0,True,False,False
61,027c2bca-f0b8-41b8-bc54-d287df9677c0,Denise Tyler,57,Female,Divorced,Bachelor,"Sound technician, broadcasting/film/video",147087,138787.0,,,10.0,24.0,30.0,1.0,Personal Loan,13773.0,1.0,1.0,7826.512115953292,2299.6877136433995,1.0,False,False,True
62,76db24bb-8ce9-46a6-9588-fcbd4d71a20e,Regina Weiss,35,Male,Divorced,Bachelor,"Administrator, education",31313,185400.4,89113.0,0.7190592284948671,79.0,33.6,120.0,0.6,Personal Loan,428208.0,1.0,1.0,0.0,11329.080099963952,0.0,False,False,True
62,76db24bb-8ce9-46a6-9588-fcbd4d71a20e,Regina Weiss,35,Male,Divorced,Bachelor,"Administrator, education",31313,185400.4,89113.0,0.7190592284948671,79.0,33.6,120.0,0.6,Home Loan,428208.0,1.0,1.0,0.0,11329.080099963952,0.0,False,True,False
62,76db24bb-8ce9-46a6-9588-fcbd4d71a20e,Regina Weiss,35,Male,Divorced,Bachelor,"Administrator, education",31313,185400.4,89113.0,0.7190592284948671,79.0,33.6,120.0,0.6,Credit Card,428208.0,1.0,1.0,0.0,11329.080099963952,0.0,True,False,False
63,9b13b2a8-dccc-48e0-a0c0-020afc1aa91e,Elizabeth Shaw,50,Female,Married,High School,"Nurse, learning disability",71099,89789.0,,,11.0,22.0,0.0,1.0,Personal Loan,342926.0,1.0,1.0,5225.864247389048,9825.680577867213,1.0,False,False,True
64,0efcbd7b-0b08-417f-afff-fbe395a9fc2f,Cynthia Smith,43,Female,Single,PhD,Video editor,115590,178144.6,38146.5,0.483955791910393,65.0,37.4,120.0,0.0,Credit Card,56271.0,1.0,1.0,8272.566830211195,11357.295955103742,1.0,True,False,False
64,0efcbd7b-0b08-417f-afff-fbe395a9fc2f,Cynthia Smith,43,Female,Single,PhD,Video editor,115590,178144.6,38146.5,0.483955791910393,65.0,37.4,120.0,0.0,Home Loan,56271.0,1.0,1.0,8272.566830211195,11357.295955103742,1.0,False,True,False
65,aa5ec0fa-09c1-40a4-8204-1ec72a9888c1,Andres Guerra,69,Male,Married,PhD,Quantity surveyor,45154,168858.66666666666,63764.0,0.7367268174284032,36.0,39.0,60.0,0.3333333333333333,Personal Loan,72444.0,1.0,2.0,5470.327105493305,5796.845920961651,2.0,False,False,True
65,aa5ec0fa-09c1-40a4-8204-1ec72a9888c1,Andres Guerra,69,Male,Married,PhD,Quantity surveyor,45154,168858.66666666666,63764.0,0.7367268174284032,36.0,39.0,60.0,0.3333333333333333,Credit Card,72444.0,1.0,2.0,5470.327105493305,5796.845920961651,2.0,True,False,False
66,560fdbc7-cb42-45cc-8da5-d6b72026bb69,Lisa Hernandez,53,Male,Married,Bachelor,Public librarian,64832,,,,,,,,,127457.0,2.0,2.0,0.0,3419.3498548733005,0.0,False,False,False
67,1c0e69d1-7625-4e4d-a0ac-913be8a4c407,Julie Brown,30,Female,Married,High School,Leisure centre manager,24310,367554.0,,,23.0,28.0,30.0,0.0,Home Loan,,,,923.0542726843391,15555.051897309559,1.0,False,True,False
68,a294874f-edfa-4f45-92a3-4de823d50d22,Sarah George,31,Male,Single,Master,Freight forwarder,134721,71903.0,60605.0,0.681929302245815,26.0,40.0,120.0,0.5,Credit Card,490307.0,1.0,1.0,11785.042641531696,9301.802596753543,2.0,True,False,False
68,a294874f-edfa-4f45-92a3-4de823d50d22,Sarah George,31,Male,Single,Master,Freight forwarder,134721,71903.0,60605.0,0.681929302245815,26.0,40.0,120.0,0.5,Home Loan,490307.0,1.0,1.0,11785.042641531696,9301.802596753543,2.0,False,True,False
69,5e156cf1-d289-4296-965f-42f5b31504b3,Laura Johnson,61,Male,Single,PhD,Data scientist,62282,14561.0,,,2.0,49.0,120.0,1.0,Home Loan,,,,0.0,9226.030066604339,0.0,False,True,False
70,3641292a-9cbf-4fa2-a0d6-fddca75380b4,Jordan Ford,31,Female,Married,Master,"Development worker, community",52986,243809.375,63930.0,0.4779237330434671,122.0,44.625,120.0,0.25,Personal Loan,191403.0,1.0,1.0,0.0,10029.977542378449,0.0,False,False,True
70,3641292a-9cbf-4fa2-a0d6-fddca75380b4,Jordan Ford,31,Female,Married,Master,"Development worker, community",52986,243809.375,63930.0,0.4779237330434671,122.0,44.625,120.0,0.25,Home Loan,191403.0,1.0,1.0,0.0,10029.977542378449,0.0,False,True,False
70,3641292a-9cbf-4fa2-a0d6-fddca75380b4,Jordan Ford,31,Female,Married,Master,"Development worker, community",52986,243809.375,63930.0,0.4779237330434671,122.0,44.625,120.0,0.25,Credit Card,191403.0,1.0,1.0,0.0,10029.977542378449,0.0,True,False,False
71,2996ed1b-7bcb-4c95-b988-295dd74f8f48,Laura Graham,54,Male,Married,PhD,"Engineer, site",96524,344265.0,,,22.0,24.0,90.0,0.0,Home Loan,241596.5,2.0,2.0,0.0,8028.662119949703,0.0,False,True,False
71,2996ed1b-7bcb-4c95-b988-295dd74f8f48,Laura Graham,54,Male,Married,PhD,"Engineer, site",96524,344265.0,,,22.0,24.0,90.0,0.0,Personal Loan,241596.5,2.0,2.0,0.0,8028.662119949703,0.0,False,False,True
72,5cdef4f1-2115-40fd-af52-d6173d5132fe,Sarah Watkins,56,Female,Married,High School,"Engineer, agricultural",121562,289106.3333333333,66638.5,0.9335092427937535,59.0,37.5,90.0,0.5,Credit Card,187781.0,1.0,1.0,7396.075182619847,8126.825595912549,1.0,True,False,False
72,5cdef4f1-2115-40fd-af52-d6173d5132fe,Sarah Watkins,56,Female,Married,High School,"Engineer, agricultural",121562,289106.3333333333,66638.5,0.9335092427937535,59.0,37.5,90.0,0.5,Personal Loan,187781.0,1.0,1.0,7396.075182619847,8126.825595912549,1.0,False,False,True
73,98e4f746-3bf0-4caf-80ff-65710bf5188d,Sydney Scott,34,Male,Single,Master,Careers adviser,61233,365466.5,,,46.0,25.5,90.0,0.75,Home Loan,,,,5809.497946920111,15389.041587012975,1.0,False,True,False
73,98e4f746-3bf0-4caf-80ff-65710bf5188d,Sydney Scott,34,Male,Single,Master,Careers adviser,61233,365466.5,,,46.0,25.5,90.0,0.75,Personal Loan,,,,5809.497946920111,15389.041587012975,1.0,False,False,True
74,4f286f33-b2fd-48a3-8aac-db59556d32b1,David Clark,35,Female,Single,PhD,Furniture designer,100718,97552.0,104988.66666666667,0.7979669106736256,25.0,27.333333333333332,120.0,0.0,Credit Card,351748.0,1.0,1.0,14890.255877324133,11287.815131209809,3.0,True,False,False
75,8b6a699a-8ceb-4675-9b04-91da2f8280c5,Miss Diana Hansen,40,Female,Single,Bachelor,Geophysical data processor,134703,177927.0,50561.0,0.5528392009091477,65.0,34.2,120.0,0.8,Credit Card,,,,0.0,11849.067591098501,0.0,True,False,False
75,8b6a699a-8ceb-4675-9b04-91da2f8280c5,Miss Diana Hansen,40,Female,Single,Bachelor,Geophysical data processor,134703,177927.0,50561.0,0.5528392009091477,65.0,34.2,120.0,0.8,Home Loan,,,,0.0,11849.067591098501,0.0,False,True,False
76,076aa062-003b-41d8-8451-08f9923208eb,Matthew Kennedy,33,Male,Divorced,PhD,Automotive engineer,85960,136316.0,36210.0,0.8611607460193774,33.0,31.0,120.0,0.5,Credit Card,420470.0,1.0,1.0,9465.20793524119,8144.981069516191,1.0,True,False,False
76,076aa062-003b-41d8-8451-08f9923208eb,Matthew Kennedy,33,Male,Divorced,PhD,Automotive engineer,85960,136316.0,36210.0,0.8611607460193774,33.0,31.0,120.0,0.5,Personal Loan,420470.0,1.0,1.0,9465.20793524119,8144.981069516191,1.0,False,False,True
77,bce7147f-efca-4559-80ce-69a5599d7c79,Jeffrey Smith,64,Female,Single,Master,"Surveyor, planning and development",45248,,,,,,,,,82834.0,1.0,1.0,3382.2932216677964,12198.475003609112,2.0,False,False,False
78,1fe83f45-a72d-4eba-9b7a-dd3a52f1e736,Jessica Smith,67,Female,Single,Master,"Programmer, multimedia",129962,94328.5,144832.0,0.8831373763921766,38.0,45.0,90.0,0.5,Personal Loan,474616.0,1.0,1.0,14747.852968660016,8958.300227562528,2.0,False,False,True
78,1fe83f45-a72d-4eba-9b7a-dd3a52f1e736,Jessica Smith,67,Female,Single,Master,"Programmer, multimedia",129962,94328.5,144832.0,0.8831373763921766,38.0,45.0,90.0,0.5,Credit Card,474616.0,1.0,1.0,14747.852968660016,8958.300227562528,2.0,True,False,False
79,04a2a292-52c9-4860-a7f0-97a138d094e5,Cynthia Arnold,40,Male,Divorced,High School,"Development worker, community",79189,143783.0,37382.0,0.3785870409236115,12.0,58.0,120.0,0.0,Credit Card,,,,5553.076803598772,3661.0932850929275,1.0,True,False,False
80,374731c9-e31f-4f28-9ae9-d0f57b5f6a33,Haley Berger,53,Male,Divorced,Master,Microbiologist,136282,172711.33333333334,142416.0,0.4546126709969295,36.0,32.333333333333336,60.0,1.0,Home Loan,187268.5,2.0,2.0,0.0,12286.246566422757,0.0,False,True,False
80,374731c9-e31f-4f28-9ae9-d0f57b5f6a33,Haley Berger,53,Male,Divorced,Master,Microbiologist,136282,172711.33333333334,142416.0,0.4546126709969295,36.0,32.333333333333336,60.0,1.0,Credit Card,187268.5,2.0,2.0,0.0,12286.246566422757,0.0,True,False,False
81,26c12b55-a8a6-4f3f-b249-a58ee142a1b9,Samuel Graham,53,Female,Single,Master,Personnel officer,38606,203893.75,,,56.0,41.75,120.0,0.5,Personal Loan,54523.0,2.0,2.0,0.0,9224.055250502342,0.0,False,False,True
82,9278c4a5-b214-41ad-a0ca-73d961beab66,Mrs. Crystal Hamilton,67,Male,Divorced,Bachelor,Visual merchandiser,107810,171096.5,131300.5,0.2213810636652615,55.0,31.333333333333332,120.0,0.5,Personal Loan,,,,0.0,9790.53334048013,0.0,False,False,True
82,9278c4a5-b214-41ad-a0ca-73d961beab66,Mrs. Crystal Hamilton,67,Male,Divorced,Bachelor,Visual merchandiser,107810,171096.5,131300.5,0.2213810636652615,55.0,31.333333333333332,120.0,0.5,Credit Card,,,,0.0,9790.53334048013,0.0,True,False,False
82,9278c4a5-b214-41ad-a0ca-73d961beab66,Mrs. Crystal Hamilton,67,Male,Divorced,Bachelor,Visual merchandiser,107810,171096.5,131300.5,0.2213810636652615,55.0,31.333333333333332,120.0,0.5,Home Loan,,,,0.0,9790.53334048013,0.0,False,True,False
83,aa01d9d5-48e4-4996-a037-498f719c2d03,Henry Mitchell,48,Female,Single,High School,Optometrist,30948,172775.66666666666,53270.0,0.4085209745277565,38.0,37.333333333333336,60.0,0.3333333333333333,Credit Card,78016.5,2.0,2.0,1981.7341700194463,14163.87160718078,1.0,True,False,False
83,aa01d9d5-48e4-4996-a037-498f719c2d03,Henry Mitchell,48,Female,Single,High School,Optometrist,30948,172775.66666666666,53270.0,0.4085209745277565,38.0,37.333333333333336,60.0,0.3333333333333333,Personal Loan,78016.5,2.0,2.0,1981.7341700194463,14163.87160718078,1.0,False,False,True
84,46f46075-77aa-466a-b4b4-e0d5e5392fe9,Joseph Long,29,Male,Single,Bachelor,Press sub,38117,195971.0,,,7.0,55.0,0.0,1.0,Personal Loan,,,,11652.403750782163,10489.652102920367,2.0,False,False,True
85,76d0f1e8-48fc-4d84-a813-2d69e54b9751,Rachel Jimenez,52,Male,Married,High School,Structural engineer,76734,165083.625,53881.0,0.8070148187274017,118.0,36.0,120.0,0.125,Personal Loan,,,,0.0,11538.395104428308,0.0,False,False,True
85,76d0f1e8-48fc-4d84-a813-2d69e54b9751,Rachel Jimenez,52,Male,Married,High School,Structural engineer,76734,165083.625,53881.0,0.8070148187274017,118.0,36.0,120.0,0.125,Credit Card,,,,0.0,11538.395104428308,0.0,True,False,False
85,76d0f1e8-48fc-4d84-a813-2d69e54b9751,Rachel Jimenez,52,Male,Married,High School,Structural engineer,76734,165083.625,53881.0,0.8070148187274017,118.0,36.0,120.0,0.125,Home Loan,,,,0.0,11538.395104428308,0.0,False,True,False
86,30923824-e248-42d8-947f-f8c9edaa70e4,Jason Clark,58,Female,Single,Bachelor,Fine artist,130271,113294.0,109385.5,0.5324466047297868,77.0,32.6,90.0,0.4,Credit Card,162523.33333333334,2.0,3.0,0.0,9816.436403194299,0.0,True,False,False
86,30923824-e248-42d8-947f-f8c9edaa70e4,Jason Clark,58,Female,Single,Bachelor,Fine artist,130271,113294.0,109385.5,0.5324466047297868,77.0,32.6,90.0,0.4,Home Loan,162523.33333333334,2.0,3.0,0.0,9816.436403194299,0.0,False,True,False
87,cececf0a-1767-47a4-b8a4-3e7a99dd186c,Alexandra Dillon,40,Female,Married,High School,Copy,114117,250163.66666666666,,,49.0,45.0,120.0,0.3333333333333333,Home Loan,10522.0,1.0,1.0,4194.588791964459,11773.585606966584,1.0,False,True,False
87,cececf0a-1767-47a4-b8a4-3e7a99dd186c,Alexandra Dillon,40,Female,Married,High School,Copy,114117,250163.66666666666,,,49.0,45.0,120.0,0.3333333333333333,Personal Loan,10522.0,1.0,1.0,4194.588791964459,11773.585606966584,1.0,False,False,True
88,a05ebcb6-b6d2-4733-b78e-3abe47b48d26,Jennifer Jackson,66,Male,Married,Bachelor,Water engineer,81761,202048.0,4494.0,0.24288218821672292,33.0,36.666666666666664,120.0,1.0,Credit Card,,,,0.0,8795.915154740489,0.0,True,False,False
88,a05ebcb6-b6d2-4733-b78e-3abe47b48d26,Jennifer Jackson,66,Male,Married,Bachelor,Water engineer,81761,202048.0,4494.0,0.24288218821672292,33.0,36.666666666666664,120.0,1.0,Personal Loan,,,,0.0,8795.915154740489,0.0,False,False,True
89,cccdf370-0a15-4be0-a20c-627e9f2f8b92,Pamela Hill,42,Female,Married,Bachelor,Financial trader,44156,202084.0,79024.0,0.15937073425536288,36.0,50.333333333333336,120.0,0.6666666666666666,Personal Loan,21533.0,1.0,1.0,4532.328544863041,9870.73080180208,1.0,False,False,True
89,cccdf370-0a15-4be0-a20c-627e9f2f8b92,Pamela Hill,42,Female,Married,Bachelor,Financial trader,44156,202084.0,79024.0,0.15937073425536288,36.0,50.333333333333336,120.0,0.6666666666666666,Credit Card,21533.0,1.0,1.0,4532.328544863041,9870.73080180208,1.0,True,False,False
89,cccdf370-0a15-4be0-a20c-627e9f2f8b92,Pamela Hill,42,Female,Married,Bachelor,Financial trader,44156,202084.0,79024.0,0.15937073425536288,36.0,50.333333333333336,120.0,0.6666666666666666,Home Loan,21533.0,1.0,1.0,4532.328544863041,9870.73080180208,1.0,False,True,False
90,cfe006a8-3da6-4901-9eab-8bed9578ebdd,Troy Rivera,37,Male,Divorced,PhD,"Civil engineer, contracting",109208,61081.666666666664,53394.666666666664,0.5762581753794419,63.0,42.666666666666664,120.0,1.0,Credit Card,91176.0,1.0,1.0,3817.404739633326,7994.43980045145,1.0,True,False,False
91,4f1f8c4c-a7a8-4c63-8583-cfc35521493a,Brandon Hatfield,69,Male,Single,PhD,"Designer, interior/spatial",104617,269310.3333333333,,,32.0,45.0,15.0,0.3333333333333333,Home Loan,,,,0.0,10468.310272936491,0.0,False,True,False
91,4f1f8c4c-a7a8-4c63-8583-cfc35521493a,Brandon Hatfield,69,Male,Single,PhD,"Designer, interior/spatial",104617,269310.3333333333,,,32.0,45.0,15.0,0.3333333333333333,Personal Loan,,,,0.0,10468.310272936491,0.0,False,False,True
92,3707dd2f-d1f8-438f-ae81-7f57bbcd6a9a,Kim Lee,45,Male,Single,Master,Learning mentor,41247,283245.5,,,31.0,18.5,120.0,1.0,Home Loan,,,,0.0,15094.838090334153,0.0,False,True,False
92,3707dd2f-d1f8-438f-ae81-7f57bbcd6a9a,Kim Lee,45,Male,Single,Master,Learning mentor,41247,283245.5,,,31.0,18.5,120.0,1.0,Personal Loan,,,,0.0,15094.838090334153,0.0,False,False,True
93,45d5439a-f6d2-4e73-9055-1ff4b50b0820,Nicholas Davis,43,Female,Married,PhD,Associate Professor,50259,238173.5,17181.0,0.24450202374915248,28.0,34.0,90.0,0.0,Home Loan,297770.5,2.0,4.0,8509.224109944993,10350.716855870462,1.0,False,True,False
93,45d5439a-f6d2-4e73-9055-1ff4b50b0820,Nicholas Davis,43,Female,Married,PhD,Associate Professor,50259,238173.5,17181.0,0.24450202374915248,28.0,34.0,90.0,0.0,Credit Card,297770.5,2.0,4.0,8509.224109944993,10350.716855870462,1.0,True,False,False
94,e8e02425-62af-4ddf-99ac-f62a7d65d6c8,John Hayes,35,Male,Married,High School,Video editor,85834,174740.0,,,40.0,48.0,120.0,0.6666666666666666,Home Loan,194484.0,2.0,3.0,10701.48575354997,10029.186462110518,2.0,False,True,False
95,c9aac8d5-4282-43e0-b78b-847d1d404490,Kathy Aguirre,23,Female,Married,Bachelor,"Producer, radio",128578,153022.375,99685.0,0.9935023921680856,88.0,38.75,120.0,0.375,Personal Loan,,,,0.0,1770.2073368201402,0.0,False,False,True
95,c9aac8d5-4282-43e0-b78b-847d1d404490,Kathy Aguirre,23,Female,Married,Bachelor,"Producer, radio",128578,153022.375,99685.0,0.9935023921680856,88.0,38.75,120.0,0.375,Home Loan,,,,0.0,1770.2073368201402,0.0,False,True,False
95,c9aac8d5-4282-43e0-b78b-847d1d404490,Kathy Aguirre,23,Female,Married,Bachelor,"Producer, radio",128578,153022.375,99685.0,0.9935023921680856,88.0,38.75,120.0,0.375,Credit Card,,,,0.0,1770.2073368201402,0.0,True,False,False
96,e2ddb09e-dc0a-4e45-8329-bb33acde3fae,Cody Rodriguez,44,Male,Divorced,Bachelor,Health and safety inspector,145553,189344.5,90159.0,0.43605242643308406,38.0,38.25,120.0,0.5,Home Loan,,,,0.0,3108.1903624800334,0.0,False,True,False
96,e2ddb09e-dc0a-4e45-8329-bb33acde3fae,Cody Rodriguez,44,Male,Divorced,Bachelor,Health and safety inspector,145553,189344.5,90159.0,0.43605242643308406,38.0,38.25,120.0,0.5,Credit Card,,,,0.0,3108.1903624800334,0.0,True,False,False
96,e2ddb09e-dc0a-4e45-8329-bb33acde3fae,Cody Rodriguez,44,Male,Divorced,Bachelor,Health and safety inspector,145553,189344.5,90159.0,0.43605242643308406,38.0,38.25,120.0,0.5,Personal Loan,,,,0.0,3108.1903624800334,0.0,False,False,True
97,388e76b8-ab23-4ff3-af24-d5575f42c1e4,Anita Fuentes,34,Male,Married,Bachelor,"Engineer, civil (consulting)",57551,,,,,,,,,,,,0.0,10460.841524228608,0.0,False,False,False
98,bec9b165-9b13-4020-a180-8e4b6332756e,Darius Martinez,24,Male,Divorced,Master,Careers information officer,55018,218972.75,137021.0,0.1405774900742908,56.0,32.25,120.0,0.75,Home Loan,284340.0,2.0,2.0,2813.7441437469697,7477.784119798997,1.0,False,True,False
98,bec9b165-9b13-4020-a180-8e4b6332756e,Darius Martinez,24,Male,Divorced,Master,Careers information officer,55018,218972.75,137021.0,0.1405774900742908,56.0,32.25,120.0,0.75,Credit Card,284340.0,2.0,2.0,2813.7441437469697,7477.784119798997,1.0,True,False,False
98,bec9b165-9b13-4020-a180-8e4b6332756e,Darius Martinez,24,Male,Divorced,Master,Careers information officer,55018,218972.75,137021.0,0.1405774900742908,56.0,32.25,120.0,0.75,Personal Loan,284340.0,2.0,2.0,2813.7441437469697,7477.784119798997,1.0,False,False,True
99,6eb4e2e8-2207-467d-b368-db308f94c822,Maureen Walton,62,Female,Married,PhD,"Producer, television/film/video",71335,247085.5,,,36.0,31.0,120.0,0.5,Home Loan,95552.0,1.0,1.0,0.0,2438.577042066161,0.0,False,True,False
